"agent_A","agent_B","contact","date_start","date_stop","duration","dist_min","dist_mean","dist_max"
72,65,0,708,717,9,1.38,7.98,14.64
72,66,0,468,480,12,4.15,8.97,14.7
72,66,1,636,642,6,12.6,13.41,14.67
72,66,2,788,797,9,5.9,9.3,13.69
72,67,0,474,490,16,4.61,8.75,14.14
72,67,1,782,794,12,0.55,7.85,14.52
72,68,0,493,501,8,10.18,12.16,14.82
72,68,1,522,531,9,10.69,12.41,14.94
72,68,2,1003,1019,16,10.38,11.99,14.54
72,69,0,488,519,31,4.24,8.78,14.85
72,69,1,576,633,57,1.53,7.71,14.93
72,69,2,788,809,21,4.47,10.81,14.73
72,70,0,578,590,12,2.89,7.42,14.23
72,70,1,679,688,9,7.74,10.67,14.68
72,70,2,989,996,7,8.37,11.05,14.77
72,71,0,600,607,7,11.55,12.84,14.68
72,71,1,950,953,3,12.81,13.47,14.39
72,73,0,808,818,10,5.91,9.66,14.43
72,73,1,980,989,9,6.19,9.76,14.85
72,74,0,548,554,6,7.43,10.23,14.25
72,74,1,634,636,2,14.02,14.26,14.48
73,60,0,761,776,15,8.88,11.57,14.67
73,61,0,632,641,9,9.99,11.57,13.79
73,61,1,662,684,22,7.82,10.62,14.82
73,62,0,903,914,11,11.25,12.57,14.64
73,63,0,434,442,8,6.37,9.49,14.68
73,63,1,683,727,44,0.86,7.56,14.72
73,64,0,702,708,6,8.47,10.97,14.76
73,64,1,973,980,7,1.76,7.63,14.12
73,66,0,797,804,7,9.66,11.52,14.52
73,67,0,792,803,11,6.29,9.77,14.66
73,67,1,955,959,4,14.71,14.82,14.95
73,67,2,1046,1052,6,13.65,14.11,14.74
73,68,0,619,621,2,14.3,14.54,14.68
73,68,1,798,807,9,2.37,7.86,13.75
73,70,0,561,569,8,6.76,9.96,14.59
73,71,0,495,503,8,2.09,8,14.85
73,71,1,741,747,6,8.17,10.77,14.69
73,72,0,808,818,10,5.91,9.66,14.43
73,72,1,980,989,9,6.19,9.76,14.85
73,74,0,444,464,20,3.33,10.66,14.88
73,74,1,827,834,7,7.87,10.75,14.47
73,74,2,968,982,14,4.2,8.68,14.88
74,61,0,863,869,6,6.17,9.4,12.96
74,62,0,850,859,9,10.6,12.07,14.44
74,63,0,926,931,5,11.49,12.75,14.77
74,63,1,935,942,7,13.62,14.07,14.7
74,64,0,534,539,5,9.51,11.41,14.24
74,64,1,972,983,11,2.8,8.15,14.64
74,65,0,691,699,8,1.52,7.33,13.28
74,65,1,741,757,16,12.89,13.6,14.91
74,65,2,843,849,6,13.77,14.24,14.89
74,66,0,622,632,10,2.25,7.78,13.48
74,68,0,762,770,8,9.62,11.46,14.35
74,69,0,893,900,7,7.01,10.06,14.46
74,70,0,920,930,10,6.57,9.71,14.64
74,70,1,1045,1046,1,13.47,14.02,14.57
74,71,0,758,767,9,9.62,11.62,14.59
74,71,1,992,997,5,10.9,12.41,14.44
74,72,0,548,554,6,7.43,10.23,14.25
74,72,1,634,636,2,14.02,14.26,14.48
74,73,0,444,464,20,3.33,10.75,14.88
74,73,1,827,834,7,7.87,10.75,14.47
74,73,2,968,982,14,4.2,8.68,14.88
75,76,0,677,689,12,2.07,7.77,13.97
75,76,1,923,930,7,4.62,8.85,13.81
75,77,0,520,530,10,2.9,8.7,14.89
75,77,1,977,977,0,12.81,12.81,12.81
75,77,2,983,992,9,7.31,10.35,14.85
75,78,0,630,640,10,2.6,7.54,14.53
75,78,1,743,751,8,12.28,13.41,14.99
75,78,2,938,941,3,13.93,14.29,14.81
75,79,0,748,762,14,4.1,8.63,14.25
75,80,0,621,638,17,6.3,9.84,14.78
75,80,1,641,663,22,8.91,11.14,14.59
75,81,0,759,764,5,11.13,12.17,13.5
75,82,0,715,725,10,8.87,11.05,14.15
75,82,1,998,1006,8,12.06,13.25,14.96
75,83,0,611,616,5,11.08,12.22,13.86
75,83,1,795,804,9,2.47,8.3,14.51
75,83,2,888,897,9,2.24,8.08,14.32
75,84,0,730,736,6,14.14,14.38,14.72
75,84,1,1015,1022,7,9.7,11.82,14.67
75,85,0,615,628,13,4.44,8.57,13.75
75,86,0,852,858,6,10.94,12.14,13.83
75,86,1,944,949,5,13.15,13.84,14.91
75,86,2,1050,1060,10,6.73,10,14.29
75,87,0,929,932,3,14.37,14.58,14.87
75,89,0,746,760,14,4.26,8.76,14.65
75,89,1,899,903,4,13.97,14.3,14.85
76,75,0,677,689,12,2.07,7.77,13.97
76,75,1,923,930,7,4.62,8.85,13.81
76,77,0,794,798,4,7.16,9.33,13.13
76,78,0,617,618,1,14.73,14.75,14.78
76,78,1,718,728,10,2.17,7.58,13.55
76,78,2,824,829,5,9.1,11.23,14.25
76,79,0,456,464,8,1.08,6.41,13.74
76,79,1,723,727,4,13.88,14.22,14.6
76,79,2,864,874,10,1.19,7.58,14.14
76,79,3,948,969,21,2.37,7.94,14.69
76,79,4,1011,1013,2,14.57,14.73,14.93
76,80,0,788,792,4,12.32,13.02,13.73
76,81,0,667,675,8,4.46,9.11,14.68
76,81,1,968,975,7,10.94,12.4,14.44
76,83,0,534,539,5,9.47,11.01,12.92
76,84,0,490,497,7,5.7,9.42,13.88
76,84,1,875,887,12,12.04,13.1,14.98
76,84,2,894,916,22,1.8,10.66,14.88
76,85,0,470,476,6,4.71,8.54,14.11
76,85,1,724,728,4,10.72,12.01,13.38
76,86,0,600,609,9,5.83,9.2,13.48
76,87,0,513,519,6,10.5,11.97,13.77
76,87,1,632,642,10,5.57,9.19,14.34
76,87,2,848,871,23,3.17,8.34,14.67
76,87,3,925,934,9,10.9,12.26,14.37
76,88,0,514,523,9,8.61,10.9,13.99
76,88,1,947,958,11,7.62,10.54,14.6
76,89,0,962,965,3,14.73,14.81,14.89
77,56,0,846,855,9,4.54,8.59,13.74
77,56,1,945,954,9,7.42,10.56,14.98
77,75,0,520,530,10,2.9,8.7,14.89
77,75,1,977,977,0,12.81,12.81,12.81
77,75,2,983,992,9,7.31,10.35,14.85
77,76,0,794,798,4,7.16,9.33,13.13
77,78,0,532,559,27,4.26,8.91,14.67
77,79,0,638,646,8,9.86,11.69,14.16
77,81,0,590,593,3,13.84,14.25,14.87
77,82,0,1066,1074,8,12.47,13.16,14.57
77,83,0,494,507,13,1.99,7.49,13.63
77,83,1,779,787,8,8.32,10.77,14.64
77,84,0,596,607,11,4.82,8.74,13.65
77,84,1,709,713,4,13.46,13.95,14.66
77,85,0,549,559,10,1.05,7.6,14.81
77,85,1,765,767,2,14.36,14.56,14.9
77,86,0,563,571,8,1.49,7.57,14.76
77,86,1,705,709,4,14.39,14.61,14.9
77,87,0,786,793,7,9.81,11.58,13.97
77,88,0,590,594,4,13.2,13.85,14.69
77,286,0,824,827,3,7.09,10.98,13.53
77,291,0,910,928,18,1.94,7.26,13.57
77,292,0,949,955,6,0.6,6.74,14.7
77,294,0,909,919,10,2.81,7.84,13.39
77,294,1,937,955,18,1.52,6.81,14.22
77,295,0,944,955,11,5.05,8.05,13.79
77,298,0,927,932,5,11.14,12.41,14.3
77,299,0,864,871,7,11.92,12.92,14.31
78,75,0,630,641,11,2.6,7.99,14.53
78,75,1,743,751,8,12.28,13.41,14.99
78,75,2,938,941,3,13.93,14.29,14.81
78,76,0,617,618,1,14.73,14.75,14.78
78,76,1,718,728,10,2.17,7.58,13.55
78,76,2,824,829,5,9.1,11.23,14.25
78,77,0,532,559,27,4.26,8.91,14.67
78,79,0,725,746,21,3.45,8.7,14.39
78,80,0,628,637,9,2.14,8.01,14.38
78,80,1,949,958,9,1.89,8.01,14.88
78,81,0,754,757,3,13.57,14.06,14.6
78,81,1,1007,1013,6,11.12,12.84,14.9
78,82,0,579,591,12,0.51,8.04,14.79
78,82,1,767,791,24,0.25,7.47,14.28
78,82,2,978,988,10,6.72,9.93,14.84
78,83,0,701,709,8,1.64,7.8,13.79
78,84,0,765,775,10,13.26,13.79,14.59
78,84,1,778,792,14,9.14,11.36,14.68
78,84,2,999,1007,8,5.11,9.5,14.37
78,85,0,553,563,10,6.6,9.57,13.61
78,86,0,477,479,2,11.79,13.08,14.53
78,86,1,946,949,3,12.27,13.07,14.21
78,86,2,1041,1047,6,6.96,10.25,14.85
78,87,0,495,510,15,1.55,7.73,14.47
78,88,0,477,487,10,9.96,13.05,14.83
78,88,1,705,713,8,0.72,7.22,13.49
78,88,2,815,822,7,11.18,12.54,14.39
78,89,0,594,601,7,11.71,12.73,14.32
78,89,1,739,750,11,2.32,8.01,14.61
79,75,0,748,762,14,4.1,8.63,14.25
79,76,0,462,464,2,9.67,11.7,13.74
79,76,1,723,727,4,13.88,14.22,14.6
79,76,2,864,874,10,1.19,7.58,14.14
79,76,3,948,969,21,2.37,7.94,14.69
79,76,4,1011,1013,2,14.57,14.73,14.93
79,77,0,638,646,8,9.86,11.69,14.16
79,78,0,725,746,21,3.45,8.89,14.39
79,80,0,886,899,13,7.44,10.43,14.72
79,81,0,494,505,11,2.68,7.48,12.82
79,81,1,761,772,11,4.3,8.37,13.38
79,83,0,653,673,20,4.2,8.74,14.62
79,83,1,682,692,10,9.83,11.77,14.45
79,85,0,848,851,3,14.3,14.46,14.63
79,86,0,766,777,11,2.47,7.54,13.19
79,87,0,525,540,15,1.36,7.33,13.6
79,87,1,867,875,8,12.58,13.38,14.85
79,88,0,533,547,14,6.56,9.65,14.06
79,88,1,933,960,27,0.53,7.67,14.84
79,89,0,742,765,23,1.35,7.52,14.32
79,89,1,957,1027,70,0.24,7.52,14.92
80,75,0,621,638,17,6.3,9.84,14.78
80,75,1,641,663,22,8.91,11.14,14.59
80,76,0,425,449,24,2.13,7.89,14.86
80,76,1,788,792,4,12.32,13.02,13.73
80,78,0,628,637,9,2.14,8.01,14.38
80,78,1,949,958,9,1.89,8.01,14.88
80,79,0,423,446,23,5.72,9.56,14.98
80,79,1,886,899,13,7.44,10.43,14.72
80,81,0,507,518,11,8.7,11.1,14.7
80,81,1,676,686,10,6.3,9.65,14.45
80,81,2,707,724,17,1.79,7.49,13.8
80,83,0,589,606,17,1.58,7.48,13.92
80,84,0,513,524,11,2.53,7.79,13.94
80,84,1,654,665,11,7.27,10.23,14.83
80,84,2,678,680,2,14.88,14.95,14.99
80,84,3,936,941,5,13.44,13.91,14.56
80,85,0,482,491,9,5.28,9.14,13.9
80,85,1,619,626,7,9.37,11.26,13.9
80,86,0,821,826,5,12.26,13.24,14.49
80,86,1,916,941,25,0.46,7.6,14.19
80,87,0,651,663,12,6.24,10,14.9
80,87,1,906,919,13,0.78,7.53,14.47
80,88,0,776,787,11,0.97,7.19,13.42
80,88,1,1023,1030,7,13.41,13.88,14.7
81,75,0,759,764,5,11.13,12.17,13.5
81,76,0,667,675,8,4.46,9.11,14.68
81,76,1,968,975,7,10.94,12.4,14.44
81,77,0,426,431,5,6.27,9.8,13.59
81,77,1,590,593,3,13.84,14.25,14.87
81,78,0,754,757,3,13.57,14.06,14.6
81,78,1,1007,1013,6,11.12,12.84,14.9
81,79,0,494,505,11,2.68,7.48,12.82
81,79,1,761,772,11,4.3,8.37,13.38
81,80,0,507,518,11,8.7,11.1,14.7
81,80,1,676,686,10,6.3,9.65,14.45
81,80,2,707,724,17,1.79,7.49,13.8
81,82,0,624,635,11,5.27,9.08,14.31
81,84,0,516,520,4,12.41,13.27,14.24
81,86,0,583,587,4,11.81,12.8,14.23
81,86,1,767,774,7,9.75,11.96,14.96
81,88,0,582,603,21,6.57,9.85,14.57
81,88,1,617,627,10,10.01,12.11,14.25
81,89,0,767,792,25,4.57,8.66,14.77
81,312,0,914,919,5,10,11.31,12.91
82,75,0,715,725,10,8.87,11.05,14.15
82,75,1,998,1006,8,12.06,13.25,14.96
82,78,0,579,591,12,0.51,7.69,14.79
82,78,1,767,791,24,0.25,7.45,14.28
82,78,2,978,988,10,6.72,9.93,14.84
82,81,0,624,635,11,5.27,9.08,14.31
82,84,0,778,804,26,0.48,7.51,14.52
82,84,1,841,852,11,6.94,10.28,14.97
82,84,2,958,967,9,9.84,11.76,14.55
82,85,0,818,830,12,6.79,10.39,14.99
82,86,0,733,742,9,9.39,11.65,14.91
82,88,0,867,890,23,8.94,11.66,14.87
82,89,0,430,504,74,3.89,8.92,14.86
83,75,0,611,616,5,11.08,12.22,13.86
83,75,1,795,804,9,2.47,8.3,14.51
83,75,2,888,897,9,2.24,8.08,14.32
83,76,0,534,539,5,9.47,11.01,12.92
83,77,0,494,507,13,1.99,7.49,13.63
83,77,1,779,787,8,8.32,10.77,14.64
83,78,0,701,709,8,1.64,7.8,13.79
83,79,0,653,673,20,4.2,8.74,14.62
83,79,1,682,692,10,9.83,11.77,14.45
83,80,0,589,606,17,1.58,7.38,13.92
83,85,0,695,700,5,11.51,12.79,14.45
83,86,0,625,628,3,13.48,13.99,14.7
83,86,1,802,810,8,1.4,7.7,14.86
83,87,0,475,486,11,7.25,10.29,14.91
83,87,1,782,794,12,11.29,12.62,14.99
83,88,0,702,713,11,12.28,13.35,14.99
83,88,1,783,795,12,0.85,8.12,14.91
83,89,0,865,884,19,7.95,10.47,14.34
83,160,0,973,994,21,4.02,8.79,14.96
84,75,0,730,736,6,14.14,14.38,14.72
84,75,1,1015,1022,7,9.7,11.82,14.67
84,76,0,490,497,7,5.7,9.42,13.88
84,76,1,875,887,12,12.04,13.1,14.98
84,76,2,894,916,22,1.8,10.71,14.88
84,77,0,596,607,11,4.82,8.74,13.65
84,77,1,709,713,4,13.46,13.95,14.66
84,78,0,765,775,10,13.26,13.79,14.59
84,78,1,778,792,14,9.14,11.36,14.68
84,78,2,999,1007,8,5.11,9.5,14.37
84,80,0,513,524,11,2.53,7.79,13.94
84,80,1,654,665,11,7.27,10.23,14.83
84,80,2,678,680,2,14.88,14.95,14.99
84,80,3,936,941,5,13.44,13.91,14.56
84,81,0,516,520,4,12.41,13.27,14.24
84,82,0,778,804,26,0.48,7.51,14.52
84,82,1,841,852,11,6.94,10.28,14.97
84,82,2,958,967,9,9.84,11.76,14.55
84,85,0,569,574,5,9.89,11.44,13.45
84,85,1,810,817,7,4.08,8.17,12.82
84,86,0,721,737,16,9.67,11.54,14.59
84,86,1,751,758,7,1.97,7.18,12.6
84,86,2,935,935,0,14.95,14.95,14.95
84,87,0,539,549,10,8.12,10.55,14.07
84,87,1,651,663,12,9.73,11.65,14.8
84,87,2,869,881,12,10.03,11.91,14.79
84,88,0,553,569,16,8.58,10.76,14.02
85,75,0,615,628,13,4.44,8.57,13.75
85,76,0,469,476,7,4.71,9.3,14.6
85,76,1,724,728,4,10.72,12.01,13.38
85,77,0,549,559,10,1.05,7.87,14.81
85,77,1,765,767,2,14.36,14.56,14.9
85,78,0,553,563,10,6.6,9.57,13.61
85,79,0,848,851,3,14.3,14.46,14.63
85,80,0,482,491,9,5.28,9.14,13.9
85,80,1,619,626,7,9.37,11.26,13.9
85,82,0,818,830,12,6.79,10.44,14.99
85,83,0,695,700,5,11.51,12.79,14.45
85,84,0,569,574,5,9.89,11.44,13.45
85,84,1,810,817,7,4.08,8.17,12.82
85,86,0,542,550,8,10.71,12.32,14.62
85,86,1,642,646,4,12.97,13.66,14.9
85,86,2,1003,1007,4,10.33,11.63,13.25
85,88,0,572,581,9,3.63,8.69,14.8
85,89,0,909,929,20,2.69,8.04,14.82
86,75,0,852,858,6,10.94,12.14,13.83
86,75,1,944,949,5,13.15,13.84,14.91
86,75,2,1050,1060,10,6.73,9.7,14.29
86,76,0,600,609,9,5.83,9.2,13.48
86,77,0,563,571,8,1.49,7.57,14.76
86,77,1,705,709,4,14.39,14.61,14.9
86,78,0,474,479,5,11.31,12.92,14.53
86,78,1,946,949,3,12.27,13.07,14.21
86,78,2,1041,1047,6,6.96,10.25,14.85
86,79,0,766,777,11,2.47,7.54,13.19
86,80,0,821,826,5,12.26,13.24,14.49
86,80,1,916,941,25,0.46,7.6,14.19
86,81,0,583,587,4,11.81,12.8,14.23
86,81,1,767,774,7,9.75,11.96,14.96
86,82,0,733,742,9,9.39,11.65,14.91
86,83,0,625,628,3,13.48,13.99,14.7
86,83,1,802,810,8,1.4,7.7,14.86
86,84,0,721,737,16,9.67,11.54,14.59
86,84,1,751,758,7,1.97,7.18,12.6
86,84,2,935,935,0,14.95,14.95,14.95
86,85,0,542,550,8,10.71,12.32,14.62
86,85,1,642,646,4,12.97,13.66,14.9
86,85,2,1003,1007,4,10.33,11.63,13.25
86,87,0,916,918,2,14.51,14.67,14.75
86,87,1,976,988,12,8.24,10.49,13.6
86,88,0,450,451,1,11.78,12.77,13.77
86,88,1,474,484,10,3.38,8.31,13.87
86,88,2,582,590,8,1.7,7.53,13.6
87,75,0,929,932,3,14.37,14.58,14.87
87,76,0,513,519,6,10.5,11.97,13.77
87,76,1,632,642,10,5.57,9.19,14.34
87,76,2,848,871,23,3.17,8.34,14.67
87,76,3,925,934,9,10.9,12.26,14.37
87,77,0,786,793,7,9.81,11.58,13.97
87,78,0,495,510,15,1.55,7.73,14.47
87,79,0,525,540,15,1.36,7.33,13.6
87,79,1,867,875,8,12.58,13.38,14.85
87,80,0,651,663,12,6.24,10,14.9
87,80,1,906,919,13,0.78,7.53,14.47
87,83,0,475,486,11,7.25,10.29,14.91
87,83,1,782,794,12,11.29,12.62,14.99
87,84,0,539,549,10,8.12,10.55,14.07
87,84,1,651,663,12,9.73,11.65,14.8
87,84,2,869,881,12,10.03,11.91,14.79
87,86,0,916,918,2,14.51,14.67,14.75
87,86,1,976,988,12,8.24,10.49,13.6
87,88,0,529,531,2,14.92,14.94,14.97
87,88,1,786,807,21,9.56,11.42,14.37
88,76,0,514,523,9,8.61,10.9,13.99
88,76,1,947,958,11,7.62,10.54,14.6
88,77,0,590,594,4,13.2,13.85,14.69
88,78,0,472,487,15,9.19,12.46,14.79
88,78,1,705,713,8,0.72,7.22,13.49
88,78,2,815,822,7,11.18,12.54,14.39
88,79,0,533,547,14,6.56,9.65,14.06
88,79,1,933,960,27,0.53,7.67,14.84
88,80,0,776,787,11,0.97,7.19,13.42
88,80,1,1023,1024,1,13.49,14.1,14.7
88,81,0,582,603,21,6.57,9.85,14.57
88,81,1,617,627,10,10.01,12.22,14.25
88,82,0,867,890,23,8.94,11.75,14.87
88,83,0,702,713,11,12.28,13.35,14.99
88,83,1,783,795,12,0.85,8.12,14.91
88,84,0,553,569,16,8.58,10.76,14.02
88,85,0,572,581,9,3.63,8.69,14.8
88,86,0,474,484,10,3.38,8.31,13.87
88,86,1,582,590,8,1.7,7.53,13.6
88,87,0,529,531,2,14.92,14.94,14.97
88,87,1,786,807,21,9.56,11.42,14.37
88,89,0,952,961,9,13.38,13.94,14.95
89,75,0,746,760,14,4.26,8.76,14.65
89,75,1,899,903,4,13.97,14.3,14.85
89,76,0,962,965,3,14.73,14.81,14.89
89,78,0,594,601,7,11.71,12.73,14.32
89,78,1,739,750,11,2.32,8.01,14.61
89,79,0,742,765,23,1.35,7.52,14.32
89,79,1,957,1027,70,0.24,7.52,14.92
89,81,0,767,792,25,4.57,8.79,14.77
89,82,0,459,504,45,3.89,10.15,14.86
89,83,0,865,884,19,7.95,10.47,14.34
89,85,0,909,929,20,2.69,8.04,14.82
89,88,0,952,961,9,13.38,13.94,14.95
90,91,0,874,881,7,9.1,11.48,14.58
90,91,1,958,964,6,9.4,11.31,14.1
90,92,0,637,650,13,3.06,10.71,14.94
90,93,0,650,657,7,5.08,8.98,13.5
90,94,0,666,673,7,9.59,11.77,14.86
90,94,1,755,759,4,12.37,13.11,14.01
90,95,0,545,552,7,3.87,8.15,13.4
90,96,0,601,605,4,12.18,12.79,13.41
90,97,0,526,537,11,5.11,9.15,14.93
90,97,1,975,985,10,2.75,8.25,14.48
90,99,0,586,595,9,0.67,7.73,14.94
90,99,1,839,861,22,5.45,9.27,14.92
90,99,2,869,877,8,5.9,9.39,14.01
90,100,0,985,1007,22,9.25,11.4,14.81
90,101,0,811,819,8,1.16,7.94,14.67
90,102,0,669,676,7,6.07,9.56,13.86
90,102,1,915,916,1,14.47,14.64,14.8
90,103,0,613,643,30,0.43,7.75,13.91
90,103,1,809,816,7,1.65,6.92,12.19
90,103,2,986,993,7,3.74,8.1,13.41
91,90,0,874,881,7,9.1,11.48,14.58
91,90,1,958,964,6,9.4,11.31,14.1
91,92,0,448,465,17,5.57,9.17,14.17
91,92,1,709,713,4,12.32,13.24,14.91
91,95,0,445,461,16,7.11,9.99,14.08
91,95,1,616,623,7,6.42,9.75,14.63
91,95,2,713,721,8,6.29,9.77,14.44
91,97,0,461,482,21,4.88,10.31,14.87
91,97,1,704,714,10,4.6,9.45,15
91,98,0,635,646,11,4.58,8.83,13.99
91,98,1,994,1005,11,1.34,7.4,13.83
91,99,0,881,887,6,12.04,13.15,14.87
91,100,0,684,691,7,9.05,11.36,14.45
91,100,1,952,958,6,9.62,11.64,14.47
91,101,0,474,479,5,11.88,12.99,14.55
91,101,1,559,567,8,3.05,8,13.98
91,101,2,645,652,7,6.16,9.12,12.76
91,101,3,735,735,0,14.96,14.96,14.96
91,101,4,817,825,8,2.61,7.98,13.84
91,102,0,930,938,8,5.23,9.22,14.13
91,103,0,816,823,7,11.25,12.83,14.62
92,15,0,755,762,7,1.36,7.29,13.3
92,17,0,782,790,8,0.55,7.83,14.37
92,18,0,739,739,0,8.15,8.15,8.15
92,20,0,741,741,0,11.61,11.61,11.61
92,21,0,738,738,0,7.81,7.81,7.81
92,22,0,754,759,5,8.58,10.76,13.69
92,23,0,739,739,0,10.48,10.48,10.48
92,23,1,789,799,10,7.85,10.8,14.67
92,24,0,746,752,6,4.63,8.66,14.01
92,26,0,758,763,5,12.26,13.2,14.68
92,26,1,852,853,1,13.7,14.31,14.93
92,27,0,797,832,35,0.43,6.89,14.91
92,90,0,637,650,13,3.06,10.98,14.94
92,90,1,1075,1076,1,14.22,14.53,14.85
92,91,0,709,713,4,12.32,13.24,14.91
92,93,0,497,509,12,7.36,10.05,14.15
92,93,1,654,662,8,1.76,8.06,14.25
92,94,0,585,590,5,10.67,11.85,13.28
92,95,0,473,474,1,11.58,12.59,13.61
92,95,1,706,714,8,11.87,13.15,14.88
92,95,2,877,879,2,8.11,11.1,14.15
92,96,0,676,683,7,1.96,7.67,13.42
92,96,1,972,980,8,4.84,8.74,13.37
92,97,0,711,714,3,8.39,11.22,14.07
92,99,0,595,601,6,6.6,9.29,12.4
92,99,1,966,975,9,4.9,8.84,13.66
92,100,0,537,542,5,9.96,11.87,14.54
92,100,1,694,697,3,12.61,13.31,14.21
92,100,2,1033,1033,0,14.91,14.91,14.91
92,102,0,514,519,5,8.1,10.33,13.41
92,103,0,638,643,5,11.81,12.93,14.33
92,103,1,876,876,0,13.58,13.58,13.58
92,103,2,881,891,10,5.12,8.95,13.57
92,104,0,979,991,12,0.01,7.33,13.62
92,129,0,851,853,2,14.04,14.36,14.77
93,90,0,650,657,7,5.08,8.98,13.5
93,92,0,497,509,12,7.36,10.12,14.15
93,92,1,654,662,8,1.76,8.06,14.25
93,94,0,483,492,9,12.5,13.31,14.69
93,97,0,750,779,29,1.1,9.16,14.04
93,98,0,915,916,1,14.84,14.91,14.98
93,99,0,609,615,6,9.49,11.63,14.28
93,99,1,810,816,6,12.35,13.45,14.93
93,100,0,453,459,6,6.63,9.96,13.9
93,100,1,801,805,4,10.93,12.23,13.58
93,101,0,510,514,4,10.88,12.01,13.13
93,101,1,676,689,13,5.14,9.9,14.78
93,101,2,842,849,7,1.36,7.39,13.51
93,102,0,777,782,5,10.43,12.31,14.99
93,103,0,465,471,6,9.81,11.33,13.21
93,103,1,558,566,8,8,10.72,14.4
93,103,2,837,841,4,13.66,14.17,14.77
93,104,0,510,519,9,1.86,7.45,13.41
93,245,0,966,966,0,13.05,13.05,13.05
93,304,0,970,982,12,7.26,9.91,14.7
93,314,0,1013,1022,9,4.74,8.88,13.85
93,343,0,967,970,3,5.68,9.21,14.28
94,90,0,666,673,7,9.59,11.77,14.86
94,90,1,755,759,4,12.37,13.11,14.01
94,92,0,585,590,5,10.67,11.85,13.28
94,93,0,483,492,9,12.5,13.31,14.69
94,95,0,766,774,8,5.51,8.98,13.45
94,96,0,964,968,4,13.29,14.1,14.94
94,97,0,570,574,4,13.17,13.63,14.12
94,97,1,804,808,4,13.85,14.4,14.95
94,97,2,843,855,12,8.75,11.11,14.46
94,98,0,574,586,12,0.95,7.53,13.79
94,99,0,475,518,43,8.55,10.81,14.67
94,99,1,620,625,5,12.52,13.31,14.32
94,99,2,950,961,11,3.04,8.37,14.46
94,100,0,734,743,9,2.51,8.08,14.28
94,102,0,658,700,42,3.57,9.37,14.42
94,102,1,992,1000,8,8.52,11.33,14.98
94,104,0,455,456,1,13.57,14.04,14.51
94,104,1,965,975,10,6.8,10.05,14.52
95,90,0,545,552,7,3.87,8.15,13.4
95,91,0,616,623,7,6.42,9.75,14.63
95,91,1,713,721,8,6.29,9.77,14.44
95,92,0,468,474,6,10.24,12.41,14.86
95,92,1,706,714,8,11.87,13.15,14.88
95,92,2,877,879,2,8.11,11.1,14.15
95,94,0,766,774,8,5.51,8.98,13.45
95,96,0,840,843,3,13.65,14.12,14.66
95,96,1,1003,1008,5,10.47,12.26,14.82
95,97,0,475,499,24,1.61,7.92,14.9
95,97,1,1041,1059,18,1.69,8.27,14.81
95,98,0,534,549,15,0.75,7.82,14.93
95,98,1,981,983,2,14.62,14.71,14.79
95,99,0,683,689,6,10.05,12.1,14.66
95,99,1,793,801,8,2.96,8.56,14.89
95,99,2,907,907,0,14.97,14.97,14.97
95,99,3,1068,1079,11,2.18,9.03,14.88
95,100,0,880,882,2,14.35,14.56,14.79
95,100,1,1072,1079,7,7.85,10.27,14.64
95,101,0,481,483,2,14.28,14.52,14.99
95,101,1,742,748,6,10.38,12.18,14.29
95,101,2,902,917,15,1.9,7.83,14.44
95,101,3,1005,1013,8,5.55,9.6,14.79
95,101,4,1061,1071,10,10.32,12.02,14.74
95,102,0,1036,1048,12,1.72,7.41,14.91
95,103,0,496,505,9,2.86,7.86,13.53
95,103,1,591,600,9,4.74,8.86,13.84
95,103,2,688,692,4,13.03,13.64,14.52
95,104,0,480,486,6,11.51,12.89,14.6
95,104,1,998,1011,13,10.13,11.92,14.74
96,90,0,601,605,4,12.09,12.65,13.41
96,92,0,676,683,7,1.96,7.67,13.42
96,92,1,972,980,8,4.84,8.74,13.37
96,94,0,964,968,4,13.29,14.1,14.94
96,95,0,840,843,3,13.65,14.12,14.66
96,95,1,1003,1008,5,10.47,12.26,14.82
96,97,0,523,531,8,7.62,10.06,13.1
96,97,1,777,783,6,9.88,11.73,14.97
96,97,2,895,906,11,1.39,7.54,14.46
96,99,0,548,557,9,1.52,7.9,14.5
96,100,0,512,527,15,7.99,10.72,14.81
96,100,1,810,816,6,6.26,9.23,12.89
96,101,0,695,701,6,4.99,8.6,12.33
96,101,1,982,1012,30,2.26,8.97,14.58
96,102,0,718,753,35,6.2,9.74,14.92
96,103,0,763,769,6,3.55,7.78,12.06
96,103,1,901,908,7,12.63,13.42,14.7
96,103,2,931,937,6,8.79,10.98,13.74
96,104,0,826,834,8,7.65,10.79,14.7
96,104,1,942,969,27,8.21,10.79,14.83
96,104,2,1007,1014,7,10.43,12.36,14.9
97,90,0,526,537,11,5.11,9.15,14.93
97,90,1,975,985,10,2.75,8.25,14.48
97,91,0,461,482,21,4.88,10.51,14.87
97,91,1,705,714,9,4.6,8.9,15
97,92,0,711,714,3,8.39,11.22,14.07
97,93,0,750,779,29,1.1,8.85,14.04
97,94,0,570,574,4,13.17,13.63,14.12
97,94,1,804,808,4,13.85,14.4,14.95
97,94,2,843,855,12,8.75,11.11,14.46
97,95,0,475,499,24,1.61,7.92,14.9
97,95,1,1041,1055,14,1.69,7.07,14.54
97,96,0,523,531,8,7.62,10.06,13.1
97,96,1,777,783,6,9.88,11.73,14.97
